0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015873,0.015842,0.01581,0.015779,0.015748,0.015717,0.015686,0.015655,0.015624,0.015594,0.015563,0.015532,0.015502,0.015472,0.015441,0.015411,0.015381,0.015351,0.015321,0.015291,0.015261,0.015231,0.015202,0.015172,0.015142,0.015113,0.015084,0.015054,0.015025,0.014996,0.014967,0.014938,0.014909,0.01488,0.014851,0.014823,0.014794,0.014765,0.014737,0.014709,0.01468,0.014652,0.014624,0.014596,0.014568,0.01454,0.014512,0.014484,0.014456,0.014429,0.014401,0.014373,0.014346,0.014319,0.014291,0.014264,0.014237,0.01421,0.014183,0.014156,0.014129,0.014102,0.014075,0.014049
0.031746,0.031621,0.031496,0.031372,0.031248,0.031126,0.031004,0.030882,0.030761,0.030641,0.030522,0.030403,0.030284,0.030167,0.03005,0.029933,0.029817,0.029702,0.029587,0.029473,0.02936,0.029247,0.029135,0.029023,0.028912,0.028801,0.028691,0.028582,0.028473,0.028365,0.028257,0.02815,0.028043,0.027937,0.027832,0.027727,0.027622,0.027518,0.027415,0.027312,0.02721,0.027108,0.027007,0.026906,0.026806,0.026706,0.026607,0.026508,0.02641,0.026312,0.026215,0.026118,0.026022,0.025926,0.025831,0.025736,0.025642,0.025548,0.025455,0.025362,0.02527,0.025178,0.025086,0.024995
0.047619,0.047337,0.047057,0.04678,0.046505,0.046232,0.045961,0.045692,0.045425,0.045161,0.044898,0.044638,0.044379,0.044123,0.043869,0.043616,0.043366,0.043117,0.04287,0.042626,0.042383,0.042142,0.041903,0.041666,0.04143,0.041197,0.040965,0.040735,0.040507,0.04028,0.040056,0.039833,0.039611,0.039392,0.039174,0.038957,0.038743,0.03853,0.038318,0.038109,0.0379,0.037694,0.037489,0.037285,0.037083,0.036883,0.036684,0.036486,0.03629,0.036096,0.035903,0.035711,0.035521,0.035332,0.035145,0.034959,0.034775,0.034591,0.03441,0.034229,0.03405,0.033872,0.033696,0.033521
0.063492,0.062991,0.062496,0.062005,0.06152,0.06104,0.060565,0.060095,0.05963,0.05917,0.058714,0.058263,0.057817,0.057375,0.056939,0.056506,0.056078,0.055654,0.055235,0.05482,0.05441,0.054003,0.053601,0.053203,0.052808,0.052418,0.052032,0.05165,0.051272,0.050897,0.050526,0.050159,0.049796,0.049436,0.04908,0.048728,0.048379,0.048033,0.047691,0.047353,0.047018,0.046686,0.046357,0.046032,0.04571,0.045391,0.045075,0.044762,0.044453,0.044146,0.043843,0.043542,0.043244,0.04295,0.042658,0.042369,0.042083,0.041799,0.041519,0.041241,0.040965,0.040693,0.040423,0.040155
0.079365,0.078583,0.077811,0.077049,0.076297,0.075556,0.074823,0.074101,0.073387,0.072683,0.071988,0.071302,0.070625,0.069957,0.069297,0.068646,0.068003,0.067368,0.066742,0.066123,0.065512,0.064909,0.064314,0.063726,0.063146,0.062573,0.062007,0.061448,0.060896,0.060352,0.059814,0.059282,0.058758,0.05824,0.057728,0.057222,0.056723,0.05623,0.055743,0.055263,0.054788,0.054318,0.053855,0.053397,0.052945,0.052498,0.052057,0.051621,0.05119,0.050764,0.050344,0.049929,0.049518,0.049113,0.048712,0.048316,0.047925,0.047538,0.047156,0.046779,0.046406,0.046037,0.045673,0.045313
0.095238,0.094112,0.093004,0.091913,0.090839,0.089782,0.088742,0.087717,0.086709,0.085717,0.08474,0.083777,0.08283,0.081898,0.080979,0.080075,0.079185,0.078308,0.077445,0.076594,0.075757,0.074932,0.07412,0.07332,0.072532,0.071756,0.070992,0.070238,0.069497,0.068766,0.068046,0.067337,0.066638,0.065949,0.065271,0.064602,0.063944,0.063295,0.062655,0.062025,0.061403,0.060791,0.060188,0.059593,0.059007,0.058429,0.05786,0.057298,0.056745,0.056199,0.055662,0.055131,0.054609,0.054093,0.053585,0.053084,0.05259,0.052102,0.051622,0.051148,0.050681,0.05022,0.049765,0.049317
0.11111,0.10958,0.10807,0.1066,0.10515,0.10372,0.10233,0.10095,0.099607,0.098284,0.096985,0.095709,0.094457,0.093226,0.092018,0.090831,0.089665,0.08852,0.087396,0.086291,0.085205,0.084139,0.083091,0.082061,0.08105,0.080056,0.079079,0.078119,0.077175,0.076248,0.075337,0.074441,0.07356,0.072695,0.071844,0.071007,0.070185,0.069376,0.068581,0.067799,0.06703,0.066274,0.065531,0.0648,0.06408,0.063373,0.062677,0.061993,0.061319,0.060657,0.060005,0.059364,0.058733,0.058112,0.057501,0.0569,0.056308,0.055726,0.055153,0.054589,0.054034,0.053487,0.052949,0.052419
0.12698,0.12498,0.12302,0.1211,0.11922,0.11738,0.11558,0.11382,0.11209,0.1104,0.10874,0.10712,0.10553,0.10397,0.10244,0.10095,0.099484,0.098048,0.096642,0.095264,0.093913,0.092589,0.091291,0.090019,0.088773,0.08755,0.086352,0.085177,0.084025,0.082895,0.081787,0.080701,0.079636,0.07859,0.077565,0.07656,0.075573,0.074605,0.073656,0.072724,0.07181,0.070913,0.070032,0.069168,0.06832,0.067487,0.06667,0.065867,0.06508,0.064306,0.063547,0.062801,0.062069,0.061349,0.060643,0.059949,0.059267,0.058598,0.05794,0.057294,0.056659,0.056035,0.055421,0.054819
0.14286,0.14032,0.13785,0.13543,0.13307,0.13076,0.12851,0.12632,0.12417,0.12207,0.12002,0.11802,0.11606,0.11415,0.11228,0.11046,0.10868,0.10693,0.10523,0.10356,0.10193,0.10034,0.098781,0.097258,0.095768,0.094311,0.092886,0.091492,0.090128,0.088794,0.087488,0.086211,0.08496,0.083737,0.082539,0.081367,0.080219,0.079096,0.077995,0.076918,0.075863,0.07483,0.073818,0.072827,0.071856,0.070905,0.069973,0.06906,0.068166,0.067289,0.066429,0.065587,0.064761,0.063952,0.063158,0.06238,0.061617,0.060869,0.060135,0.059415,0.058709,0.058016,0.057337,0.05667
